questionType,question
yes/no,"Does this product work with metal combs? We usually use those over plastic at our office, so just wondering if anyone has tried that. Thanks!"
yes/no,Can this footstool be used in the shower?
yes/no,my cartridge 78 tri color did not work on my hp 952 printer becuase the # is 6578 d. the original one # was 6578. can you help?
yes/no,Will it keep record of missed calls?
yes/no,does the organiser have phone line connections?
yes/no,Is the volume of the person you're talking to real good? My current phone is not. I'm tired of telling the person that I can't hardly hear them.
yes/no,I am looking for a wall vertical organizer for clip boards. Will your unit hold std clip boards?
yes/no,Can you print in black only from a computer without using the color cassettes?
yes/no,Is the middle drawer a drop-down for a computer keyboard?
yes/no,Can you access the downloaded cell phone contact list for landline use?
yes/no,Will this HP ink work in a Canon printer?
yes/no,Is it heavy duty enough to put a 6 gallon water filter on?
yes/no,"Can this be used with the 900"" length Scotch 2"" Packaging Tape?"
yes/no,Does it work well for black and white photos?
yes/no,"Some reviewers saidXtreme Tape sticks ONLY TO ITSELF. Does this mean it works ONLYon items like pipes,cables etc but can't be used for tent repairs??"
yes/no,Are these suitable for epson xp-200?
yes/no,Does this cartridge include a return label so that I can send back my old toner cartridge? I know that the Brother brand cartridge does.
yes/no,does this work on chalkboard/blackboard?
yes/no,Can i print directly from my sony x6000 camera if i connect it with usb?
yes/no,can I scan more than one document
yes/no,Does this phone supports BLF?
yes/no,Will this work ewith and HP C309G?
yes/no,Does it work with the Canon Pixma MG 5520 for SURE?!
yes/no,Will it refuse to print if any of the colored cartridges are empty?
yes/no,can i weigh 15mg
yes/no,Can you be too short for this chair? I'm 5'2 if that puts it on perspective.
yes/no,Will these cartridges work in the pixma mg5520 as well?
yes/no,Is this VOIP compatible?
yes/no,"Can you tell me if this phone has a ""Do not disturb"" button so even if the ringer is off, you would NOT hear a message when it comes through? Thank yo"
yes/no,Do Parker Jotters still write upside down?
yes/no,When reading about the size 14.5x19 ........Further on under product dimensions it says: 14.9 x 10.9 x 1.2 inches. Is this the size of the product you mail the bags in?
yes/no,do you have to have caller id with the phone company for it to work?
yes/no,Can the 1400 run with Mac OS 10.8?
yes/no,does it come with the straight edge and already assembled.
yes/no,Does it come with an owners manual?
yes/no,Can this printer be used to print photos? Can it do high speed photos on-site at events. It needs to be able borderless 5x7s.
yes/no,Looks like there are pockets on the sides. Would those hold a pair of glasses on one side and my phone on the other side? Thanks.
yes/no,Is it 220 volts?
yes/no,Is this now updated for the 2014 code
yes/no,Can I connect this to my vonage phone adapter?
yes/no,Are these specially coated for use only with inkjet printers? I've run into some treated inkjet papers that would not work well with lasers.
yes/no,"If I have a greeting card app on my iPhone, can I print the card on this printer just as well as printing pictures from my phone?"
yes/no,Does it arrive fully assembled?
yes/no,Does it come with a cable for the computer
yes/no,Is it still compatible with Skype now (July 2014) that we were forced to update the software on Windows an iOS?
yes/no,Does it scan in colored documents?
yes/no,could i use this adhesive for face mounting? Thanks
yes/no,Can it scan legal-sized paper?
yes/no,can you leave the wheels off and use it stationary?
yes/no,CAN IT HOOK UP TP MY ACER C7 LAPTOP
yes/no,Does this printer have the capacity to print 8 X11 and 11 X 17?
yes/no,does this come with drop down front panel paper tray
yes/no,"Will your company custom cut several feet of 7.5 mil mylar into sheets of, say, 12x18?"
yes/no,Does anyone buy the empty cartridges for this model? I do not use aftermarket brands but hate to throw away the empties.
yes/no,Can you use a headset with this phone?
yes/no,"Is it easy to remove pegs, should I need to adjust the shelves from time to time"
yes/no,Does it come with a box? cause its for Gifting
yes/no,Do you sell the ink refill bottles only. I purchased the whole kit about 2 years ago. All I need is the ink
yes/no,Did yours smell like mold?
yes/no,will this fit a 1512 printer
yes/no,Is the base wall-mountable?
yes/no,"Will the upper shelf hold two 22"" monitors?"
yes/no,The description lists speaker phone but the review says no speaker. Does it have speakerphone?
yes/no,Is this printer compatible with Windows 8?
yes/no,can you scan something thick like a drivers lincence my wife is a mobile notary and takes pics but they dont always turn out very well
yes/no,Does this work with Clover's printer?
yes/no,is it windows 8 compatible?
yes/no,"Are Amazon's dimensions of 11.9"" wide and 19.9"" deep correct or is it the other way around?"
yes/no,"My concern is the heat and radiation coming from the keyboard to my hands, causing tingling. Will this pad limit the emf emitted to your hands?"
yes/no,Does the frame hide the calendar hanging holes on the top and bottom?
yes/no,"Are the inside dimensions 3 x 4""? I am looking for a plastic holder that will hold cards that are 3 x 4"", specifically."
yes/no,Is it e-ink display?
yes/no,I'm looking for something to glue polystyrene to concrete. Will this work?
yes/no,does it come with all the cables for charging?
yes/no,Is the bulb covered with the lifetime warranty??
yes/no,Will this work with an iPad and paypal swiper? How...
yes/no,"Can I map the buttons? I use a Mac and my slides are typically full screened PDFs, so advancing a slide is done by clicking the right arrow key."
yes/no,Will this hold a glass herculite door open? It is a heavy door an we need a heavy door stop
yes/no,Can I type my sentence in English and get it in Japanese characters?
yes/no,"Does not fit standard a/c outlet, why?"
yes/no,Will the zipper pouch fit a standard US passport?
yes/no,Does this model have the voice that tells you who's calling?
yes/no,Does this fold in half?
yes/no,does this work for Kodak esp 3.2 printer?
yes/no,is the paper lined?
yes/no,Are these genuine brothers ink cartridges from Brother?
yes/no,I purchased the Lorell Mobile Standard File with Lock and one of the dual wheel casters broke. Can I get a replacemment.
yes/no,Can you copy from books with this copier?
yes/no,Will this printer continue to print black (as in text) even if one or more color cartridges are empty?
yes/no,are the hanging file frames included?
yes/no,are there sensors that read the bills that need to be cleaned
yes/no,Does Toner 100 have a recycling program for the empty toner cartridges? I can't find any information regarding that.
yes/no,can you conference calls betweeen handsets.
yes/no,"Please tell me what ""Air Print"" is. Is it wi-fi?"
yes/no,Does this give the printer error message like many other generic cartridges?
yes/no,are you able to cut it to make it shorter?
yes/no,can this bubble wrap be used to wrap a 60 inch tv?
yes/no,Would it be possible to write on these with a permanent marker?
yes/no,Will i have space for a mouse with a 15 inch laptop?
yes/no,Does it come with is own software?
yes/no,does it have a reverse switch?
yes/no,Do you sell by the case? If so how much and what about shipping
yes/no,Is there a slide/negative scanner attachment that I can use with this?
yes/no,Is there a big enough space underneath the surface to sit criss cross with your legs under the desk on a bed?
yes/no,Is it possible to erase laser prints?
yes/no,DO THESE FIT NICKEL SIZE CHAIR LEGS ?
yes/no,My Desk Drawer Sides are 1/2''(one half inch) Will the expandable Drawer Organizer fit over that??
yes/no,We use internet for our phone service.Can this phone work for that?
