questionType,question
open-ended,"Do you have to have your cellphone nearby for it to work or can I go for a walk without my cellphone and then get the activity onto the app,??"
open-ended,Is it a plastic bottle or glass bottle?
open-ended,"Wow, your vitamins look fabulous! Are your multivitamins gluten free and also free of cross contamination from being processed in a facility that produces items containing gluten?"
open-ended,darker color versions available?
open-ended,hi i have a question about durability?
open-ended,"Please stop spamming my web site. Its becoming quite irritating. If you continue, I'll make a formal complaint to Amazon."
open-ended,inactive ingredie nts
open-ended,How much unit of gauss in magnetic band?
open-ended,Is the tape very thin? Is the tape shiny or matte? Is the tape very strong and waterproof?
open-ended,"what are the ingredients, please?"
open-ended,As fundraiser we are selling takeout ckn dinners - the styrofoam clam shell type trays - can these be put in flat so the handles can be used to carry
open-ended,How much protein per serving and how many servings does this include?
open-ended,So is this a Dunlop or Talalay pillow? Which process does this pillow use?
open-ended,Is this Maca power a larger size of your 1# Pruvan Maca power or what is the difference?
open-ended,What is the length on these straws?
open-ended,difference between this and the competition classic belt? both look pretty similar.
open-ended,Is the canister plastic or metallic. I'd like to keep it in the shower. But I don't want the rust stains.
open-ended,How soon can I eat after bleaching my teeth? Am I supposed to avoid teeth staining food such as when you get your teeth whitened at the dentist?
open-ended,Can I have information on how much flavnoid and artepillin-C is contained per serving?
open-ended,how is this product sized?
open-ended,Is this safe to use with electronics cleaner? How about 70% isopropyl alcohol? How about everclear? How about pure acetone?
open-ended,How many loads of laundry per bottle?
open-ended,Whats the smallest thigh it'll fit?
open-ended,What is the expiration date for this product? Thank you.
open-ended,"how many days will it last, if i take 2 scoop daily for the 4.94 pound muscle milk ?"
open-ended,"Simple question: how does the scale turn on? (Batteries came preinstalled, but when I press ""SET""--or any of the four buttons--nothing happens."
open-ended,how to laundry item
open-ended,Is there added sugar? How many calories does it have?
open-ended,Is Now Ubiquinol free of soy or soy lethicin?
open-ended,Is this just one sleeve or a pair?
open-ended,Are these footrests holding the legs at a 90 degree angle or elevated?
open-ended,What are the dimensions?
open-ended,Could you tell me the expiration if I buy it now ?
open-ended,Today I had to stick my (rubber gloved) hand into the toilet to fish out the pad. Everytime I use this product it commes off the wand after just a few seconds in the bowl. The layers of pads separate from one another and then all thats left attached to...
open-ended,What is the weight Capacity?
open-ended,Any problems traveling with this? Does the button get pushed while being jostled in a suitcase?
open-ended,Will it work on my white cotton shirt with a black stain that's been there a year? What about pen mark on my leather car seats?
open-ended,Do these test strips work with the Bayer Contour classic tester or only with the Contour NEXT tester? Thanks in advance ...
open-ended,Have you changed the product? The new one I just bought is lacking support. Is this a change or a manufacturing error?
open-ended,What is the purpose of the alcohol? Is the flavor better with or without the alcohol?
open-ended,Has anybody seen teeth whitening with this product and does it cause any sensitivity?
open-ended,The crouch area looks uncomfortable to me. Is there any issues with riding up or feeling like your wearing a bra between your legs?
open-ended,Is it used veggie capsules or used gelatin in capsule?
open-ended,what is the model number of this Flexcare Rechargeable
open-ended,what size arm range does this cuff fit?
open-ended,Diameter of head?
open-ended,I would also like to know how many teeth the molds will cover?
open-ended,how to set the 2-minute Smartimer function?and doee this have the easy-start function?Thanks
open-ended,how long is the electric cord?
open-ended,When should I take this product to get the best result?
open-ended,what length laces do I need
open-ended,How quickly do you fell the affects of this type of therapy?
open-ended,Why are the elastic bands with the velcro so short? l could barely pull them together. Extremely uncomfortable med/large.
open-ended,Seems kinda cheap for the 6.8 ounce bottle. Is this genuine or a knock off?
open-ended,How does this work?
open-ended,took the uti test it had purple spots but not solid. does this mean positive or neg
open-ended,HOW WELL DOES THIS UNIT DO AS A HUMIDIFIER
open-ended,What is the size of the wrap and how long do the results last?
open-ended,is it a powder or a pill
open-ended,Plugged this in and the ADT panel still shows low Batt indicator? Is this normal?
open-ended,How many come in a pack?
open-ended,How difficult is it to get up from this chair?
open-ended,Confused. Pack of 3 or Pack of 8? It says both.
open-ended,"can i take a piss through it and it will come out the tip, or do you have to take it off?"
open-ended,are there any artificial colors or flavors and is there a money back guarantee?
open-ended,Weight capacity?
open-ended,"Without attachments it runs strong but with attachment it stops moving after 20 secs. Cleaned attachments thoroughly with no avail, any ideas?"
open-ended,Look like you could put two razors AND two toothbrushes?
open-ended,What are the different benefits between the previous pill with Chromium vs this new and improved version?
open-ended,what are ingrefiants?
open-ended,"Lost the #1 (1/8"") comb! Anyone know where to buy? Only saw replacement combs for full-size Wahl chargers."
open-ended,"What is the difference between this one and the one with the green label? Also are there any true reviews anywhere, other than these paid ones?"
open-ended,"size - I have a 36"" waist, what size should I order??"
open-ended,Can I use this in the car? Can I use this in the car?
open-ended,The label said to make sure the surface was free of dirt before application. What should I use to clean prior to application? Thanks
open-ended,Brows always grow back in gross after razor use &amp; so quickly in my experience. How close do these shave &amp; how long until it gets ugly again (approx.)?
open-ended,why is one only $74 and this one is $82
open-ended,Expiration date? It's necessary to buy it. Thank you!
open-ended,not finding directions how this test is used
open-ended,Does this contain any magnesium sterate or steric acid which is known to cause intestinal inflammation?
open-ended,"Anyone know which Van Der Hagen soap it is that comes with the kit? They make 5 or 6 different soaps, and the box doesn't say which one is included."
open-ended,How easy is it to clean?
open-ended,What are the shipping package dimensions?
open-ended,anybody know the sizing chart?
open-ended,What is this made of? Are there any metal parts to it?
open-ended,"do any pads come with this, or is it just the device ?"
open-ended,where in Taiwan does this take place? how clean is the water? I thought Chlorella was grown in africa.
open-ended,"What are the measurements of this colema board, and where does it ship from?"
open-ended,i want to knowif i can plug in wall
open-ended,how do you clean it after? hot or cold water which is better?
open-ended,"I need lancets for my new ACCU-CHEK AVIVIA PLUS meter. It came with 2 drumsm,but i can't find those. Where do I find the drums for the lancets ?"
open-ended,"With a washer and dryer configuration in a condominium, where/how would this unit be placed or mounted to provide easy access?"
open-ended,Why are the pills in white capsules? The previous pills were green.. Did you change the packaging of the pills? thank you
open-ended,what size is it?
open-ended,What is the height of this cane?
open-ended,What are the actual inside dimensions of the razor case?
open-ended,How do you turn the red and yellow light at the same time? I cannot figure out how to turn on more than 1 light color at a time.
open-ended,What are the ingredients?
open-ended,"The picture shows 'Bifocal', how big are they? I have rimless round flat lenes: Lens Diameter: Approx. 1 5/8"" (4cm)"
open-ended,What are the contents/ingredients listed on the container? Thank you!
open-ended,I have the Tenergy Universal charger which should charge these - anybody have any experience with this combination?
open-ended,which type of Pearls is the best?
open-ended,"Does the unit itself have a belt clip on the back? I would like to clip it on my belt. Also, is this the Tens 7000 2nd Edition? Thank you!"
open-ended,what is the height of the cup? Trying to find stickers to place on cups : ) Thanks.
open-ended,We need a ramp to walk up a couple of small wooden steps - it would be permanent. What kind of ramp is reasonable? Would this do ? others?
open-ended,How many shakes does a container make?
open-ended,expiration date?
open-ended,where is it imported from?
open-ended,what is the expiry date ?
open-ended,"It says this has 65x greater bioavailability but that means nothing if it's not being compared to circumin with bioperine and I'm pretty sure that is the case, but is it? If it's 65x greater than bioperine+circumin then this is great but I'm almost..."
open-ended,how to make it shorter?
open-ended,what is the active ingredient?
open-ended,How much peroxide is on each strip?
open-ended,What is the molecular weight of this hyaluronic acid?
open-ended,I Need an exact expiration date of this Multi Vitamin ( I by in quanity) An No Im not a dealer
open-ended,"where is the breakdown of how many mg of DHA in each capsule? Where is a photo of the label showing the contents, etc."
